genre_id,name
10402,Music
37,Western
53,Thriller
14,Fantasy
10769,Foreign
16,Animation
27,Horror
10751,Family
36,History
12,Adventure
10770,TV Movie
28,Action
9648,Mystery
18,Drama
10749,Romance
10752,War
35,Comedy
99,Documentary
80,Crime
878,Science Fiction
