movie_id,director_id,name
9770,27436,Costa-Gavras
11212,56059,Patrick Read Johnson
10533,8965,Roland Joffé
38363,11694,Doug Liman
9923,893,Tony Scott
11863,15175,William Friedkin
18501,20192,Brian Taylor
109491,2163,Richard LaGravenese
9275,518,Danny DeVito
329833,7399,Ben Stiller
12634,58294,George Armitage
10416,5342,Mike Nichols
47327,27226,Patrick Lussier
15268,10765,Andrzej Bartkowiak
10796,57134,James Wong
9548,16938,Renny Harlin
18947,7018,Richard Curtis
1900,1884,Steven Soderbergh
89,488,Steven Spielberg
96724,36588,Joe Wright
198184,82194,Neill Blomkamp
9481,13015,Phillip Noyce
4547,7467,David Fincher
53953,41270,Chuck Bowman
6415,17883,David O. Russell
181283,125738,Daniel Espinosa
9896,3415,Jerry Zucker
167,1978,Iain Softley
11232,366,James Mangold
1636,1524,Harold Ramis
2148,1776,Francis Ford Coppola
5176,366,James Mangold
260346,75035,Olivier Megaton
1389,1884,Steven Soderbergh
9894,7399,Ben Stiller
7504,4760,Deepa Mehta
8592,6449,Warren Beatty
913,1090,John McTiernan
11091,14911,Penny Marshall
1368,16544,Ted Kotcheff
593,8452,Andrei Tarkovsky
5393,31093,Yvette Kaplan
9095,3224,Stephen Frears
8874,3045,P.J. Hogan
11467,18311,Joe Roth
320,525,Christopher Nolan
199,2388,Jonathan Frakes
20533,8029,Jimmy Hayward
10684,9181,Edward Zwick
1624,4499,Tom Shadyac
325789,144221,Brad Furman
113464,9855,Terence Young
888,13581,Brian Levant
82675,75035,Olivier Megaton
4256,12987,David Zucker
1493,18281,Donald Petrie
88751,9622,Eric Brevig
11130,1201,Garry Marshall
9944,6349,Alan J. Pakula
10731,5572,Joel Schumacher
7350,3026,Rob Reiner
9869,13015,Phillip Noyce
4379,36797,Robert Luketic
146233,137427,Denis Villeneuve
2034,20907,Antoine Fuqua
926,15002,Dean Parisot
4248,35689,Keenen Ivory Wayans
64328,26205,James Bobin
36647,10808,Stephen Norrington
7214,52038,Thomas Carter
1537,7017,Roger Michell
9360,26648,Luis Llosa
6282,48980,David McNally
508,7018,Richard Curtis
9487,7,Andrew Stanton
768,11447,Albert Hughes
2636,26648,Luis Llosa
10478,4037,Ron Shelton
27983,16745,Melville Shavelson
9981,54584,Jesse Dylan
7453,52842,Garth Jennings
15045,54644,Joel Zwick
7737,52968,Russell Mulcahy
232672,57370,Frank Coraci
17379,39819,Wayne Wang
8987,323,Curtis Hanson
11359,7908,Frank Oz
82525,1152,Oliver Stone
9759,4755,David R. Ellis
9486,7791,Peter Howitt
9906,60237,John A. Davis
841,5602,David Lynch
4688,16391,Julie Taymor
4148,39,Sam Mendes
2207,7187,Richard Donner
9381,2406,Mathieu Kassovitz
9625,35155,John Gray
9304,1524,Harold Ramis
20856,79656,John Schultz
5955,2228,Sean Penn
9899,60129,Susan Stroman
9826,18254,Simon Wincer
21355,879,Billy Bob Thornton
10858,1152,Oliver Stone
11439,3556,Roman Polanski
9457,7775,Stephen Sommers
12412,5281,Spike Lee
1494,607,Zhang Yimou
13184,21905,Danny Pang
2185,5174,Barry Sonnenfeld
6639,10723,Mike Newell
38153,16566,George P. Cosmatos
58233,56710,Oliver Parker
116977,43518,Lawrence Kasanoff
68734,880,Ben Affleck
5503,12989,Andrew Davis
27573,17167,Andy Tennant
819,8246,Barry Levinson
1369,16566,George P. Cosmatos
9623,18069,Brian Gibson
10895,11426,Ben Sharpsteen
10935,12114,Michael Cimino
834,3950,Len Wiseman
228066,2291,Paul McGuigan
711,5216,Gus Van Sant
10468,31024,Betty Thomas
10027,18865,Louis Leterrier
11812,11873,Roger Kumble
37233,2226,Sydney Pollack
37950,58552,Burr Steers
27582,12786,Simon West
64688,107446,Phil Lord
509,7017,Roger Michell
7443,7314,Nick Park
5966,17871,John Hamburg
11066,68215,Reginald Hudlin
136795,116805,Paul Feig
8095,10601,Joseph L. Mankiewicz
87826,57370,Frank Coraci
11560,21712,Carl Franklin
25189,10400,Barbra Streisand
2637,11676,Mark Pellington
18480,6767,Larry Charles
709,10179,John Glen
49730,19850,Catherine Hardwicke
2749,27846,John Herzfeld
9607,58164,Annabel Jankel
1830,8685,Andrew Niccol
79,607,Zhang Yimou
54054,114597,Julie Anne Robinson
228967,19274,Seth Rogen
46528,141169,Sngmoo Lee
27936,2419,Jean-Pierre Jeunet
65,323,Curtis Hanson
280391,2408,Jamel Debbouze
9476,4723,Brian Helgeland
10610,64901,Gordon Chan
745,11614,M. Night Shyamalan
49527,72344,Asger Leth
73937,5065,David Frankel
1885,16513,John G. Avildsen
168672,17883,David O. Russell
18240,29214,Anne Fletcher
10398,5696,Bruce Beresford
165,24,Robert Zemeckis
240832,59,Luc Besson
216015,1137903,Sam Taylor-Johnson
12279,2294,Robert Rodriguez
1645,5572,Joel Schumacher
11007,17825,Shawn Levy
193756,36602,Peter Berg
11287,14911,Penny Marshall
259693,2127,James Wan
37799,7467,David Fincher
10184,29009,Ken Kwapis
4257,12987,David Zucker
4234,5140,Wes Craven
196,24,Robert Zemeckis
257091,52803,Etan Cohen
6114,1776,Francis Ford Coppola
24803,9248,Nora Ephron
109410,4723,Brian Helgeland
1213,2239,Anthony Minghella
100042,7395,Bobby Farrelly
9036,664,Frank Marshall
257211,17698,Nancy Meyers
323675,20400,Tim Story
9361,638,Michael Mann
1677,18596,Taylor Hackford
187,2294,Robert Rodriguez
7461,43141,Pete Travis
16538,17871,John Hamburg
9889,7395,Bobby Farrelly
820,1152,Oliver Stone
11565,61175,John Whitesell
6073,1704,Gore Verbinski
16996,58552,Burr Steers
193610,11151,Nick Cassavetes
19912,4755,David R. Ellis
296098,488,Steven Spielberg
8007,12028,John Moore
32823,52934,Nicholas Stoller
4380,36804,Peter Chelsom
11551,4600,Joe Dante
10336,87130,Mark A.Z. Dippé
11362,8300,Kevin Reynolds
50348,144221,Brad Furman
48138,59521,Jaume Collet-Serra
1124,525,Christopher Nolan
227159,74619,Sean Anders
68179,1098477,Callan Brunker
1579,2461,Mel Gibson
708,10179,John Glen
34851,41671,Nimród Antal
9930,8858,Ivan Reitman
1586,508,David Koepp
2044,21031,Alejandro Agresti
9913,1978,Iain Softley
71864,3290,Peter Hedges
10761,66548,Paul Weiland
209451,190,Clint Eastwood
11975,1776,Francis Ford Coppola
4970,2406,Mathieu Kassovitz
11831,488,Steven Spielberg
9096,1090,John McTiernan
440,6037,Colin Strause
11011,18281,Donald Petrie
10641,6720,Joan Chen
11172,18323,Marc Lawrence
39513,54733,Greg Mottola
82687,29214,Anne Fletcher
41446,5140,Wes Craven
8224,5572,Joel Schumacher
10537,1152,Oliver Stone
225886,51851,Jake Kasdan
10385,3092,Diane Keaton
55779,93214,Steven Quale
10154,64030,Kelly Makin
10647,51984,Mimi Leder
11431,7395,Bobby Farrelly
8457,32593,Steven Brill
188161,52139,Seth MacFarlane
8850,52968,Russell Mulcahy
64685,468,Stephen Daldry
38357,7017,Roger Michell
10060,53334,Jim Sheridan
11398,25735,Christian Duguay
1833,10965,Chris Columbus
10391,26713,Chuck Russell
8970,54967,Sam Weisman
9306,13776,John Frankenheimer
11370,37710,Peter Hyams
12184,71570,Justin Chadwick
1921,19969,Pat O'Connor
1683,2042,Stephen Hopkins
203,1032,Martin Scorsese
11858,14911,Penny Marshall
62835,75035,Olivier Megaton
18937,50582,Frederik Du Chau
13536,30365,Michael Caton-Jones
15556,11472,Irwin Winkler
10718,66823,Joseph Kahn
11062,23213,Harold Becker
10802,10491,Paul Verhoeven
1887,1769,Sofia Coppola
6071,23393,Barbet Schroeder
10461,56435,Stephen T. Kay
80278,51894,Juan Antonio Bayona
12704,58251,Elaine May
10315,5655,Wes Anderson
16643,18356,Stephen Herek
2687,11770,John Carpenter
194,2419,Jean-Pierre Jeunet
11025,66960,Dennie Gordon
8849,56106,Charles Shyer
78698,29009,Ken Kwapis
30943,140354,Ulu Grosbard
9544,57898,William Malone
24418,3289,Paul Weitz
7288,518,Danny DeVito
14655,72024,Malcolm D. Lee
24575,52094,Jerry Jameson
10366,18889,Mic Rodgers
19898,54559,Christian Alvart
4965,5501,Gary Fleder
15074,25735,Christian Duguay
56715,64909,Jean-Marie Poiré
1272,2034,Danny Boyle
72358,53177,Brian Robbins
20542,86295,Marc F. Adler
266396,35453,Pierre Morel
9978,61357,Geoffrey Sax
8271,40256,D.J. Caruso
10428,1978,Iain Softley
5353,44740,Richard Shepard
11934,1223,Joel Coen
14392,56739,Peter Chan
19495,71871,Sergei Bodrov Jr.
110415,21684,Bong Joon-ho
77459,65629,Bibo Bergeron
26486,2689,Jeff Nathanson
9495,21085,Alex Proyas
256040,147021,S.S. Rajamouli
24420,57270,Robert Schwentke
1257,7145,Michael Lehmann
62214,510,Tim Burton
16320,12891,Joss Whedon
8842,17764,Charles S. Dutton
9531,10586,Richard Lester
64807,13426,Peter Segal
12289,11401,John Woo
11529,17167,Andy Tennant
20943,36797,Robert Luketic
9099,21217,Jonathan Lynn
9488,2294,Robert Rodriguez
193,2380,David Carson
44865,12453,Wong Kar-wai
55787,10943,Francis Lawrence
257932,1496406,Yuefeng Song
10400,13563,Norman Jewison
1957,10781,Michael Apted
10833,58178,David Mirkin
256961,58375,Andy Fickman
5852,46085,Luis Mandoki
12312,58072,John Pasquin
622,3556,Roman Polanski
11306,10781,Michael Apted
12508,18356,Stephen Herek
25793,20019,Lee Daniels
10534,578,Ridley Scott
1091,11770,John Carpenter
87421,28239,David Twohy
10871,7671,Jeb Stuart
13503,58712,Steve Miner
13600,57193,Gil Kenan
68722,4762,Paul Thomas Anderson
14324,33317,David Leland
14325,5501,Gary Fleder
299687,111588,J Blakeson
312221,1056121,Ryan Coogler
23168,880,Ben Affleck
76494,64045,Kirk Jones
4944,1223,Joel Coen
10488,66218,Jennifer Flackett
96721,6159,Ron Howard
334,4762,Paul Thomas Anderson
23742,19303,Kevin Smith
259694,63820,Christian Ditter
62837,1270,Charles Martin Smith
8966,19850,Catherine Hardwicke
8470,11151,Nick Cassavetes
11001,56911,Les Mayfield
138832,57633,Rawson Marshall Thurber
16911,80999,Fyodor Bondarchuk
2163,7213,Jonathan Mostow
36670,10930,Irvin Kershner
23048,3227,Steve Pink
227735,1270,Charles Martin Smith
2155,13776,John Frankenheimer
8409,37932,F. Gary Gray
222936,11649,Cameron Crowe
31908,3026,Rob Reiner
10219,33433,Scott Hicks
48171,29605,Mikael Håfström
782,8685,Andrew Niccol
75531,41550,Andrew Bergman
11802,71267,Kirk De Micco
9776,2632,Chris Rock
18785,57130,Todd Phillips
365222,63571,Wilson Yip
817,6737,Jay Roach
268,510,Tim Burton
45054,8965,Roland Joffé
943,7187,Richard Donner
22881,54040,John Lee Hancock
10054,2294,Robert Rodriguez
51540,71600,Seth Gordon
44264,1223,Joel Coen
350,5065,David Frankel
152,1744,Robert Wise
109431,71600,Seth Gordon
1598,1032,Martin Scorsese
8065,36797,Robert Luketic
271718,41039,Judd Apatow
11638,70777,Kevin Rodney Sullivan
409,2239,Anthony Minghella
2118,323,Curtis Hanson
11459,64151,Mike Mitchell
10806,7908,Frank Oz
9348,21370,Roger Donaldson
377,5140,Wes Craven
8843,56512,Tarsem Singh
9313,2460,Randall Wallace
39486,2460,Randall Wallace
1273,19499,Kevin Munroe
13920,53178,Mike Tollin
50544,82511,Will Gluck
325133,52934,Nicholas Stoller
140823,54040,John Lee Hancock
1883,5281,Spike Lee
89492,41039,Judd Apatow
22949,68573,Walt Becker
12437,3964,Patrick Tatopoulos
2959,29009,Ken Kwapis
9957,17494,Dennis Dugan
11648,70738,Gary David Goldberg
9366,10723,Mike Newell
1576,4014,Paul W.S. Anderson
609,10051,Tobe Hooper
5516,1223,Joel Coen
13051,12028,John Moore
49530,8685,Andrew Niccol
34806,113225,Alan Poul
49022,65734,Luke Greenfield
11469,40243,Gil Junger
23479,12964,Michael Ritchie
11667,1726,Steven E. de Souza
423,3556,Roman Polanski
2447,19850,Catherine Hardwicke
10066,59521,Jaume Collet-Serra
2288,5342,Mike Nichols
88794,190,Clint Eastwood
13515,59291,Alexandre Aja
11979,28741,Michael Rymer
169,2042,Stephen Hopkins
8090,17812,Gregory Hoblit
11622,28904,Hugh Wilson
3604,17281,Mike Hodges
9541,19303,Kevin Smith
94348,18878,Rob Cohen
8197,190,Clint Eastwood
336004,90812,Scott Mann
35019,113600,Susanna White
10410,518,Danny DeVito
8836,12524,Chris Carter
14442,62514,Tommy O'Haver
321741,1192754,Peter Landesman
59965,6482,John Singleton
14175,80691,Gary Chapman
11004,323,Curtis Hanson
11918,35796,Craig Mazin
98357,11448,Allen Hughes
10012,5140,Wes Craven
49526,508,David Koepp
268920,29214,Anne Fletcher
9093,37630,Shekhar Kapur
119283,18596,Taylor Hackford
11823,33315,Richard Loncraine
35169,11873,Roger Kumble
118957,64163,Kimble Rendall
849,12804,Peter Yates
4515,4135,Robert Redford
18886,8328,John Milius
6575,51851,Jake Kasdan
6440,5306,Lasse Hallström
13496,56911,Les Mayfield
18320,69371,Jean-Marc Vallée
22787,58498,Dominic Sena
8967,30715,Terrence Malick
37498,26760,Tsui Hark
144336,19769,David Ayer
9616,4723,Brian Helgeland
13056,56359,Lexi Alexander
14113,18357,Peter Hewitt
285783,24,Robert Zemeckis
49478,17268,Ronny Yu
9726,578,Ridley Scott
20763,7187,Richard Donner
9702,18596,Taylor Hackford
9311,19684,Bille August
9280,1150,Brian De Palma
26843,66203,Moustapha Akkad
11876,25950,Jean-Paul Rappeneau
22267,1614,Ang Lee
45958,223,Alejandro González Iñárritu
1969,20307,Joachim Rønning
310706,814,Tony Kaye
198663,1179066,Wes Ball
239573,1375201,Ken Scott
10436,1032,Martin Scorsese
1381,6431,Darren Aronofsky
2162,22100,Hugh Johnson
127493,12786,Simon West
12429,608,Hayao Miyazaki
228205,66121,"George Tillman, Jr."
2900,29524,Rand Ravich
21311,58220,Hugh Hudson
77875,20646,Gabriele Muccino
192136,71570,Justin Chadwick
18254,6449,Warren Beatty
881,3026,Rob Reiner
10877,10765,Andrzej Bartkowiak
9600,1215,Raja Gosnell
202575,76100,Ben Stassen
71469,10855,Chris Gorak
85446,932088,Scott Speer
326,4755,David R. Ellis
10685,66604,Joe Charbanic
7220,876,Jonathan Hensleigh
9763,33279,Danny Cannon
72387,52358,Boaz Yakin
12596,10723,Mike Newell
1892,19800,Richard Marquand
13460,57581,Neil Marshall
8055,468,Stephen Daldry
50647,22214,David Wain
10719,15277,Jon Favreau
9294,12962,Jon Turteltaub
11888,13581,Brian Levant
9647,7187,Richard Donner
9353,53925,Jared Hess
55721,116805,Paul Feig
109414,19274,Seth Rogen
10307,11809,Rupert Wainwright
11978,66121,"George Tillman, Jr."
22907,97026,John Luessenhop
87567,52599,Justin Zackham
38322,61175,John Whitesell
45612,81850,Duncan Jones
7305,664,Frank Marshall
3594,5572,Joel Schumacher
157841,2419,Jean-Pierre Jeunet
11519,488,Steven Spielberg
12920,53176,John Gatins
59,224,David Cronenberg
9335,18865,Louis Leterrier
12106,7623,Sam Raimi
11141,7791,Peter Howitt
8649,1032,Martin Scorsese
31867,114404,Miguel Sapochnik
10253,64331,Shim Hyung-Rae
3587,13563,Norman Jewison
124459,93419,Don Scardino
24662,61411,Mark Dindal
32274,504,Tim Robbins
182,1884,Steven Soderbergh
5494,43673,Tom Reeve
28,1776,Francis Ford Coppola
38073,96439,Nanette Burstein
2054,18356,Stephen Herek
302156,81476,Ariel Vromen
606,2226,Sydney Pollack
87502,24,Robert Zemeckis
698,10076,Lewis Gilbert
120467,5655,Wes Anderson
11313,33433,Scott Hicks
6488,664,Frank Marshall
10559,17812,Gregory Hoblit
296099,52935,John Francis Daley
8012,5174,Barry Sonnenfeld
1574,17633,Rob Marshall
9032,17494,Dennis Dugan
2770,7409,J.B. Rogers
862,7879,John Lasseter
1637,2209,Jan de Bont
72570,566328,Michael Sucsy
27569,56717,Tom Vaughan
10637,52358,Boaz Yakin
1669,1090,John McTiernan
132363,20019,Lee Daniels
9472,57633,Rawson Marshall Thurber
2907,5174,Barry Sonnenfeld
9273,4489,Steve Oedekerk
9880,1201,Garry Marshall
2925,28904,Hugh Wilson
807,7467,David Fincher
17654,82194,Neill Blomkamp
11836,70651,Stephen Hillenburg
322,190,Clint Eastwood
70,190,Clint Eastwood
9535,1524,Harold Ramis
11036,11151,Nick Cassavetes
6557,29214,Anne Fletcher
18126,36804,Peter Chelsom
16340,80540,Stig Bergqvist
10333,10400,Barbra Streisand
4476,9181,Edward Zwick
22947,52443,Jason Reitman
2755,13235,Alexander Payne
82654,56661,Jonathan Levine
59967,67367,Rian Johnson
16300,3288,Chris Weitz
9598,58137,Chris Noonan
82696,5065,David Frankel
9870,52934,Nicholas Stoller
8292,6482,John Singleton
8780,14172,Michael McCullers
9715,2178,Forest Whitaker
10521,17046,Gary Winick
10762,32593,Steven Brill
10096,17046,Gary Winick
59436,1243,Woody Allen
227783,1262197,Peter Lepeniotis
4133,34849,Ted Demme
10207,46085,Luis Mandoki
172,1748,William Shatner
21972,79656,John Schultz
36593,13426,Peter Segal
707,10179,John Glen
533,7314,Nick Park
6023,2163,Richard LaGravenese
6439,50582,Frederik Du Chau
4347,36588,Joe Wright
37056,17046,Gary Winick
4105,578,Ridley Scott
76489,7395,Bobby Farrelly
3933,510,Tim Burton
9918,60496,James Gartner
273481,137427,Denis Villeneuve
307081,20907,Antoine Fuqua
16871,7623,Sam Raimi
293863,109745,Lee Toland Krieger
13156,77919,Tim McCanlies
41233,54507,Jon M. Chu
9266,57082,John Stockwell
1262,12995,Marc Forster
4513,27571,David Slade
22970,47506,Drew Goddard
7278,35694,Jason Friedberg
9013,769,Martin Brest
865,12988,Paul Michael Glaser
10776,7908,Frank Oz
50456,36588,Joe Wright
9823,26714,John R. Leonetti
59861,31,Tom Hanks
133805,2836,Kimberly Peirce
12763,60024,Liz Friedlander
9766,18500,Phil Joanou
14034,54967,Sam Weisman
12244,71923,Shane Acker
109421,1884,Steven Soderbergh
11137,63713,Martha Coolidge
51162,227438,Stephen Anderson
10152,58868,Troy Miller
9452,6449,Warren Beatty
239566,55789,Tate Taylor
53113,21712,Carl Franklin
9271,57090,Brett Leonard
4474,8858,Ivan Reitman
184346,55499,Scott Derrickson
48340,59126,Alister Grierson
14846,42274,Nick Hurran
72207,52934,Nicholas Stoller
16232,80215,Charles Stone III
43539,455,Paul Haggis
9920,13927,Kurt Wimmer
8978,58324,Jean-François Richet
11702,20907,Antoine Fuqua
18550,40230,Kevin Hooks
8869,56150,Ellory Elkayem
43347,9181,Edward Zwick
3489,18250,Jon Avnet
9701,15287,Niki Caro
2122,26502,Howard Deutch
37707,5877,Vincenzo Natali
10658,686,Willard Huyck
13150,77003,Gavin O'Connor
9042,44179,Bruce Hunt
17813,3026,Rob Reiner
11208,2291,Paul McGuigan
58151,50767,Craig Gillespie
11400,30715,Terrence Malick
10350,20305,Christopher Roberts
28902,17016,Neil Jordan
14164,57134,James Wong
76640,543568,Kim Jee-woon
11058,6361,Nick Hamm
14844,80307,Andy Cadiff
57089,108952,Mike Disa
1947,5306,Lasse Hallström
8054,280,Terry Gilliam
46829,137475,Richard J. Lewis
146238,144221,Brad Furman
9989,7791,Peter Howitt
9665,9181,Edward Zwick
311,4385,Sergio Leone
102362,19346,Niels Arden Oplev
11162,28898,Michael Radford
6016,17016,Neil Jordan
17186,72258,Steve Boyum
13967,58137,Chris Noonan
2008,20640,Chen Kaige
9053,35452,Corey Yuen Kwai
4512,37618,Andrew Dominik
76349,18897,Jackie Chan
31203,64575,Laurent Tirard
265208,12786,Simon West
45610,12995,Marc Forster
50135,57035,Reinhard Klooss
1874,19684,Bille August
271331,21126,Frédéric Auburtin
215211,16919,Olivier Dahan
367961,1565981,Maksim Fadeev
10955,67750,Liliana Cavani
223702,12080,Conrad Vernon
254470,9281,Elizabeth Banks
69,366,James Mangold
4967,819,Edward Norton
9449,18357,Peter Hewitt
11499,6159,Ron Howard
4912,1461,George Clooney
12771,68215,Reginald Hudlin
323676,170820,Ben Falcone
12506,4786,Richard Attenborough
24071,8844,Lawrence Kasdan
11249,65677,Don Mancini
9667,40307,John Maybury
812,15810,Ron Clements
277216,37932,F. Gary Gray
87,488,Steven Spielberg
14444,86439,Norton Virgien
2043,7256,Lee Tamahori
315664,3224,Stephen Frears
1428,2294,Robert Rodriguez
562,1090,John McTiernan
15373,22214,David Wain
318846,55710,Adam McKay
26320,1614,Ang Lee
14292,77003,Gavin O'Connor
924,15217,Zack Snyder
2018,20739,Adam Shankman
192577,70100,Shinji Aramaki
9428,5655,Wes Anderson
2832,366,James Mangold
137093,12962,Jon Turteltaub
699,10179,John Glen
9778,36804,Peter Chelsom
8831,37710,Peter Hyams
9398,7399,Ben Stiller
112949,5306,Lasse Hallström
10439,65310,Kenny Ortega
3638,33433,Scott Hicks
23483,957,Matthew Vaughn
62206,91268,Ruben Fleischer
10577,27226,Patrick Lussier
218778,61069,Miguel Arteta
4348,36588,Joe Wright
78,578,Ridley Scott
11780,30365,Michael Caton-Jones
192102,36425,McG
2001,20561,James Gray
10383,492,Janusz Kamiński
11516,20030,Jacques Perrin
10025,18281,Donald Petrie
15198,6737,Jay Roach
23172,13581,Brian Levant
17834,12964,Michael Ritchie
10016,11770,John Carpenter
10317,64141,David Gordon Green
58431,58552,Burr Steers
9746,1032,Martin Scorsese
13092,74159,Robert B. Weide
59859,55075,Jeff Wadlow
13495,127823,Agustín Díaz Yanes
254473,928490,Camille Delamarre
700,10179,John Glen
4964,41039,Judd Apatow
10024,11151,Nick Cassavetes
13490,72024,Malcolm D. Lee
15927,12238,David Lean
1259,36693,Richard Eyre
5125,13079,Gavin Hood
174,1788,Nicholas Meyer
9583,17397,Callie Khouri
9437,5501,Gary Fleder
525,4610,John Landis
10188,64140,Sanaa Hamri
63574,18342,Todd Graff
245,3288,Chris Weitz
9825,58712,Steve Miner
186,2291,Paul McGuigan
9549,648,Philip Kaufman
61891,6046,Roland Emmerich
34584,5231,Wolfgang Petersen
2666,21085,Alex Proyas
12783,73460,Saul Dibb
13155,154,Walter Murch
42807,564,Richard Linklater
28355,54559,Christian Alvart
8080,17279,E. Elias Merhige
5126,736,Menno Meyjes
56288,2294,Robert Rodriguez
303858,1038,Jodie Foster
1613,17268,Ronny Yu
31582,5572,Joel Schumacher
16617,16938,Renny Harlin
8944,8246,Barry Levinson
41488,13563,Norman Jewison
37028,11181,Kenneth Branagh
14560,52112,Steve Carr
10330,54050,Mark Waters
6957,41039,Judd Apatow
1934,18844,John Madden
169917,2199,Scott Frank
951,8858,Ivan Reitman
10189,64141,David Gordon Green
9454,17167,Andy Tennant
2055,1269,Kevin Costner
1551,5572,Joel Schumacher
5902,4786,Richard Attenborough
11460,5140,Wes Craven
9358,4755,David R. Ellis
134,1223,Joel Coen
22894,116357,Scott Stewart
134374,865,Michael Bay
1901,3289,Paul Weitz
15028,2388,Jonathan Frakes
11509,8844,Lawrence Kasdan
7445,53334,Jim Sheridan
17047,36083,Kevin Allen
62838,1201,Garry Marshall
2057,21136,Michael Cristofer
70436,11266,James McTeigue
16784,18281,Donald Petrie
8011,53599,Andrew Morahan
31640,19450,Bob Rafelson
9092,56956,Michael Cohn
2779,1243,Woody Allen
316002,17883,David O. Russell
36355,129941,Alan Shapiro
238615,56512,Tarsem Singh
1985,8557,Fernando Meirelles
615,2461,Mel Gibson
788,10965,Chris Columbus
380,8246,Barry Levinson
13223,190,Clint Eastwood
10523,1152,Oliver Stone
8681,35453,Pierre Morel
239571,52405,Michael Hoffman
619,8843,Mick Jackson
424,488,Steven Spielberg
50014,55789,Tate Taylor
162903,15557,Bill Condon
11024,1215,Raja Gosnell
208763,238220,Oleg Stepchenko
6466,17268,Ronny Yu
254024,172,Michael Winterbottom
12589,60237,John A. Davis
7191,32278,Matt Reeves
1497,59649,Michael Pressman
117,1150,Brian De Palma
6977,1223,Joel Coen
168530,20400,Tim Story
634,9158,Sharon Maguire
392,5306,Lasse Hallström
10327,76247,Charles Herman-Wurmfeld
88042,58375,Andy Fickman
41630,8858,Ivan Reitman
11969,16566,George P. Cosmatos
2085,10765,Andrzej Bartkowiak
794,7187,Richard Donner
9286,57134,James Wong
77877,33433,Scott Hicks
1265,36697,Gábor Csupó
866,12995,Marc Forster
175555,80602,Tyler Perry
75174,40223,Joe Carnahan
11096,15337,John Polson
8699,55710,Adam McKay
769,1032,Martin Scorsese
10923,21981,Harald Zwart
11283,64045,Kirk Jones
111,1150,Brian De Palma
11676,4489,Steve Oedekerk
746,4956,Bernardo Bertolucci
77866,67813,Baltasar Kormákur
9416,11091,Brett Ratner
7345,4762,Paul Thomas Anderson
14317,78488,Cathy Malkasian
20694,86439,Norton Virgien
12277,72024,Malcolm D. Lee
9779,29009,Ken Kwapis
2140,21931,Chris Nahon
12620,66563,Fred Wolf
14177,62116,Bille Woodruff
198185,50767,Craig Gillespie
227156,13015,Phillip Noyce
10735,66960,Dennie Gordon
11351,56349,Victor Salva
10030,1098,Mark Helfrich
10623,10765,Andrzej Bartkowiak
590,468,Stephen Daldry
9655,58375,Andy Fickman
1268,16356,Steve Bendelack
11237,56998,Dwight H. Little
190955,19866,Guillaume Canet
5123,41285,Kirsten Sheridan
4518,37630,Shekhar Kapur
11932,17268,Ronny Yu
11165,2087,Richard Fleischer
6116,47974,Bob Spiers
57431,64141,David Gordon Green
21724,59229,Damien Dante Wayans
278,4027,Frank Darabont
9290,18254,Simon Wincer
11543,7395,Bobby Farrelly
284536,77357,Rupert Wyatt
152737,47333,John Wells
13374,125544,Tim Fywell
8976,24248,Nigel Cole
319888,974,Dexter Fletcher
9469,5281,Spike Lee
1909,25210,Jeremy Leven
22971,5306,Lasse Hallström
34813,31119,Sylvain White
46261,135601,Troy Nixey
10431,65190,Philip G. Atwell
8051,4762,Paul Thomas Anderson
9352,57405,Jeff Schaffer
10167,27005,Don Michael Paul
18147,116805,Paul Feig
17170,14838,James Bridges
18975,18308,Steve Barron
15487,2053,Bill Paxton
22825,1577,Richard Kelly
11152,68352,Carter Smith
1831,19304,John Schlesinger
43931,5140,Wes Craven
10591,65734,Luke Greenfield
10861,26767,Ringo Lam
12770,73499,Bruce McCulloch
276907,4723,Brian Helgeland
10074,62854,Akiva Schaffer
65055,4755,David R. Ellis
10397,9168,Alan Parker
200505,8858,Ivan Reitman
11954,10051,Tobe Hooper
60309,4135,Robert Redford
9787,19850,Catherine Hardwicke
293646,437833,Patricia Riggen
6978,11770,John Carpenter
133698,8392,Pascal Chaumeil
59440,77003,Gavin O'Connor
1770,17016,Neil Jordan
10655,66088,Ronald F. Maxwell
8988,2836,Kimberly Peirce
15992,2945,Stephen Gaghan
17707,42171,Jonathan Kaplan
77883,22676,Ole Bornedal
40001,24318,Richard Benjamin
64639,21526,Rod Lurie
9903,5306,Lasse Hallström
21338,63709,Craig R. Baxley
20766,53333,John Hillcoat
24264,6778,John Guillermin
19803,74062,Marcos Siega
20309,7409,J.B. Rogers
9912,21370,Roger Donaldson
9067,56891,Rachel Talalay
27360,109695,Jeffrey W. Byrd
8338,8557,Fernando Meirelles
168705,23799,Uwe Boll
72113,3556,Roman Polanski
9729,56205,Atom Egoyan
94352,5524,Andrew Adamson
22256,11057,Robert Towne
12404,564,Richard Linklater
152742,65314,Giuseppe Tornatore
11699,6818,Werner Herzog
49953,76100,Ben Stassen
48034,19866,Guillaume Canet
39845,18596,Taylor Hackford
25353,93592,Jérôme Deschamps
36696,115999,Inna Evlannikova
109091,578,Ridley Scott
38543,83730,Jonathan English
33157,38131,Sergey Bondarchuk
290864,70703,Teddy Chan
242166,16214,Mario Van Peebles
859,3224,Stephen Frears
83770,8574,Walter Salles
168,1749,Leonard Nimoy
1246,16483,Sylvester Stallone
4233,5140,Wes Craven
174751,77003,Gavin O'Connor
